epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
143,3284.43,0.45563,0.33922,0.98225,0.9066,0.8569,0.88717,0.74662,0.67807,0.47873,1.13331,0.000495266,0.000495266,0.000495266
144,3306.71,0.44565,0.33636,0.97562,0.91701,0.86268,0.89209,0.74816,0.67369,0.46914,1.13981,0.000487014,0.000487014,0.000487014
145,3328.6,0.44377,0.33755,0.97011,0.88867,0.8882,0.892,0.74642,0.67841,0.46242,1.14172,0.000478762,0.000478762,0.000478762
146,3350.44,0.43375,0.3276,0.96531,0.90211,0.86906,0.89475,0.74804,0.66983,0.46409,1.13446,0.000470511,0.000470511,0.000470511
147,3372.16,0.41844,0.32844,0.96144,0.90596,0.8677,0.89367,0.75216,0.66723,0.46418,1.12547,0.000462259,0.000462259,0.000462259
148,3394.02,0.4285,0.32906,0.97251,0.92468,0.86804,0.90057,0.75573,0.67132,0.45089,1.13084,0.000454007,0.000454007,0.000454007
149,3415.6,0.43487,0.32664,0.98095,0.92622,0.84405,0.89491,0.75054,0.67264,0.45866,1.13998,0.000445756,0.000445756,0.000445756
150,3437.3,0.42136,0.32619,0.96852,0.88706,0.88221,0.89665,0.74525,0.6736,0.44999,1.14456,0.000437504,0.000437504,0.000437504
151,3459.25,0.42294,0.32162,0.96725,0.89485,0.87989,0.90244,0.75643,0.67371,0.45639,1.14438,0.000429253,0.000429253,0.000429253
152,3480.89,0.42515,0.32838,0.96042,0.90199,0.86849,0.8966,0.74477,0.68469,0.47134,1.14772,0.000421001,0.000421001,0.000421001
153,3502.55,0.42739,0.33002,0.95529,0.92132,0.84787,0.88534,0.74025,0.66784,0.47519,1.1346,0.000412749,0.000412749,0.000412749
154,3524.63,0.43038,0.32064,0.96848,0.92143,0.85854,0.89516,0.75205,0.6702,0.44826,1.13198,0.000404498,0.000404498,0.000404498
155,3546.22,0.41632,0.31606,0.95464,0.88949,0.88037,0.89195,0.74461,0.67225,0.47418,1.13493,0.000396246,0.000396246,0.000396246
156,3567.87,0.42901,0.33617,0.95535,0.90868,0.86059,0.89507,0.75063,0.67401,0.47204,1.13912,0.000387994,0.000387994,0.000387994
157,3589.83,0.42158,0.3224,0.95997,0.92873,0.85003,0.89892,0.75552,0.6741,0.47644,1.13902,0.000379743,0.000379743,0.000379743
158,3611.51,0.41614,0.32526,0.95401,0.91545,0.87754,0.9025,0.7563,0.67082,0.45174,1.13553,0.000371491,0.000371491,0.000371491
159,3633.15,0.41766,0.31498,0.96127,0.89064,0.89238,0.90003,0.75589,0.67357,0.46091,1.13775,0.000363239,0.000363239,0.000363239
160,3655.07,0.42635,0.32345,0.96574,0.92616,0.8543,0.89324,0.75491,0.67119,0.48817,1.12847,0.000354988,0.000354988,0.000354988
